Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
g33547,4,11,1,5,11,2,2
g33546,6,15,2,10,13,2,4
g33549,5,17,2,5,18,2,4
g33548,4,11,2,3,14,2,2
g33572,4,11,2,4,14,2,2
n6263,1,1,3,30,8,0,0
g33571,4,11,1,5,11,2,2
n6262,1,1,3,31,8,0,0
g33574,4,8,2,6,8,1,2
n6261,1,1,4,38,8,0,0
g33573,5,17,2,5,6,2,5
n6260,1,1,3,38,8,0,0
g33576,3,10,2,11,21,1,2
g33575,5,14,2,6,12,2,2
g33578,6,15,2,10,27,2,4
g33577,5,15,2,11,24,2,2
n6269,1,1,3,5,8,0,0
n6268,1,1,3,4,8,0,0
n6267,1,1,3,21,8,0,0
n6266,1,1,3,30,8,0,0
g33570,6,15,2,10,15,2,4
n6265,1,1,3,30,8,0,0
n6264,1,1,3,30,8,0,0
g33579,4,11,1,5,11,2,2
g33561,5,15,2,11,2,2,2
n6252,1,1,3,42,8,0,0
g33560,3,10,2,10,10,1,2
n6251,1,1,3,42,8,0,0
g33563,4,11,1,5,11,2,2
n6250,1,1,3,42,8,0,0
g33562,6,15,2,10,5,2,3
g33565,5,17,2,5,14,2,5
g33564,4,11,2,5,14,2,2
g33567,5,14,2,6,45,2,3
g33566,4,8,2,5,16,1,2
DFF_709_n1,4,8,1,1,11,1,3
n6259,1,1,3,42,8,0,0
n6258,1,1,3,42,8,0,0
n6257,1,1,3,42,8,0,0
n6256,1,1,3,42,8,0,0
n6255,1,1,3,42,8,0,0
n6254,1,1,3,42,8,0,0
n6253,1,1,3,42,8,0,0
g33569,5,15,2,11,12,2,3
g33568,3,10,2,11,2,1,1
n6164,1,1,1,2,8,0,0
n6163,1,1,2,4,8,0,0
n6162,1,1,2,4,8,0,0
n6161,1,1,2,3,8,0,0
n6160,1,1,2,4,8,0,0
n6169,1,1,2,11,8,0,0
n6168,1,1,2,2,8,0,0
n6167,1,1,2,4,8,0,0
n6166,1,1,2,3,8,0,0
n6165,1,1,1,3,8,0,0
n6153,1,1,2,4,8,0,0
n6152,1,1,2,7,8,0,0
n6151,1,1,2,3,8,0,0
n6150,1,1,2,6,8,0,0
n6159,1,1,2,4,8,0,0
n6158,1,1,2,5,8,0,0
n6157,1,1,2,4,8,0,0
n6156,1,1,2,5,8,0,0
n6155,1,1,2,2,8,0,0
n6154,1,1,2,2,8,0,0
g8132,4,6,2,8,4,2,1
n6186,1,1,2,3,8,0,0
n6185,1,1,2,3,8,0,0
n6184,1,1,2,6,8,0,0
n6183,1,1,2,3,8,0,0
n6182,1,1,2,3,8,0,0
n6181,1,1,2,2,8,0,0
n6180,1,1,2,2,8,0,0
n6189,1,1,2,3,8,0,0
n6188,1,1,2,2,8,0,0
n6187,1,1,2,2,8,0,0
n3913,3,5,1,1,3,0,4
n3914,2,3,4,4,8,0,2
n3911,3,5,1,1,39,0,4
n3912,3,5,1,1,37,0,4
n3910,2,8,5,9,38,2,1
n3919,2,3,4,5,8,0,2
n3917,3,5,1,1,37,0,4
n3918,3,5,1,1,3,0,4
n3915,3,5,1,1,39,0,4
n3916,3,5,1,1,39,0,4
n6175,1,1,2,2,8,0,0
n6174,1,1,2,2,8,0,0
n6173,1,1,2,4,8,0,0
n6172,1,1,2,5,8,0,0
n6171,1,1,2,2,8,0,0
n6170,1,1,2,2,8,0,0
n6179,1,1,2,4,8,0,0
n6178,1,1,2,5,8,0,0
n6177,1,1,2,6,8,0,0
n6176,1,1,2,3,8,0,0
n3902,2,8,6,11,38,2,1
n3903,2,3,1,1,38,0,1
n3900,2,6,2,2,39,1,3
n3901,2,3,1,1,40,0,1
n3908,2,3,4,4,8,0,2
n3909,3,5,1,1,39,0,4
n3906,2,3,1,1,13,0,1
n3907,2,8,6,10,11,2,1
n3904,2,8,6,11,36,2,1
n3905,2,6,2,2,12,1,3
g32185,3,14,0,0,11,0,14
n2603,2,7,1,2,37,1,3
n3935,4,12,1,1,4,2,1
n2602,2,6,1,2,39,1,2
n2605,2,6,1,2,19,1,1
n3933,3,8,2,8,5,2,1
n2604,3,10,3,7,9,2,3
n3934,2,8,2,3,13,2,2
n3931,2,5,2,2,3,0,5
n3932,2,3,1,1,4,1,0
n2601,2,7,3,7,10,1,3
n2600,2,6,1,2,12,2,1
n3930,2,3,1,1,4,1,0
n2607,2,6,3,7,15,1,2
n3939,4,10,2,2,3,2,0
n2606,2,6,1,2,17,2,2
n2609,2,6,3,5,14,1,2
n2608,2,6,1,2,24,1,3
n3938,4,10,2,2,3,2,2
n6197,1,1,2,3,8,0,0
n6196,1,1,2,3,8,0,0
n6195,1,1,2,3,8,0,0
n6194,1,1,2,3,8,0,0
n6193,1,1,2,4,8,0,0
n6192,1,1,2,4,8,0,0
n6191,1,1,2,5,8,0,0
n6190,1,1,2,14,8,0,0
n6199,1,1,2,3,8,0,0
n6198,1,1,2,4,8,0,0
n3924,2,5,2,2,3,0,5
n3925,2,3,1,1,4,1,0
n3922,3,5,1,1,37,0,4
n3923,3,5,1,1,12,0,4
n3920,3,5,1,1,39,0,4
n3921,3,5,1,2,39,0,4
n3928,2,3,1,1,4,1,0
n3929,2,5,2,2,3,0,5
n3926,3,12,4,8,2,3,2
n3927,2,5,2,2,3,0,5
g16955,4,8,5,13,32,2,3
n3950,2,8,6,10,11,2,2
n2625,2,5,1,2,15,0,2
n3957,2,3,4,4,8,0,2
n2624,2,3,2,4,19,0,0
n3958,3,5,1,1,17,0,4
n2627,3,7,1,1,21,1,2
n3955,3,5,1,1,15,0,4
n2626,2,4,3,6,18,0,2
n3956,3,5,1,1,12,0,4
n2621,2,5,1,2,15,0,2
n3953,2,8,5,9,16,2,2
n2620,2,3,2,4,13,0,0
n3954,3,5,1,1,17,0,4
n2623,3,7,1,1,21,1,2
n3951,2,3,4,4,8,0,2
n2622,2,5,3,6,12,0,4
n3952,3,5,1,1,17,0,4
g608,4,10,3,8,20,1,5
g604,4,10,2,7,19,1,5
n2629,2,5,4,4,14,1,2
n2628,2,5,1,2,15,0,2
n3959,3,5,1,1,17,0,4
n2614,3,7,1,1,2,1,1
n3946,2,3,1,1,16,0,1
n2613,2,5,4,4,14,1,2
n3947,2,8,6,11,14,2,2
n2616,2,4,2,4,17,0,2
n3944,2,3,1,1,18,0,1
n2615,2,3,10,25,5,1,0
n3945,2,8,6,11,16,2,2
n2610,2,3,2,4,21,0,0
n3942,2,6,2,4,15,1,2
n3943,2,6,2,2,17,1,3
n2612,2,5,3,6,20,0,4
n3940,2,6,1,2,8,1,2
n2611,2,5,1,2,15,0,2
n3941,2,6,1,2,17,1,2
n2618,3,11,3,6,16,2,3
n2617,2,5,1,2,15,0,2
n3948,2,6,2,2,12,1,3
n2619,3,7,1,1,21,1,2
n3949,2,3,1,1,13,0,1
g622,4,10,4,10,23,1,5
g13068,4,8,5,14,10,2,3
n3971,2,3,1,1,13,1,0
n3972,2,5,2,2,12,0,5
n1310,1,2,3,4,8,0,0
n2641,3,10,1,1,20,1,6
n2640,4,15,1,2,21,3,4
n3970,2,5,2,2,12,0,5
n1316,1,2,1,1,12,0,1
n2647,2,6,3,6,35,2,3
n3979,2,3,1,2,16,0,1
n1315,1,2,1,1,28,0,1
n2646,2,6,1,2,37,2,3
n1318,1,2,3,5,10,0,0
n2649,2,6,3,6,17,2,3
n3977,2,3,1,1,18,0,1
n1317,1,2,1,1,31,0,1
n2648,2,6,1,2,19,2,3
n3978,2,8,6,11,16,2,2
n1312,1,3,1,1,9,0,2
n2643,3,10,1,1,19,2,5
n3975,2,3,1,1,13,1,0
n1311,1,3,2,2,24,0,2
n2642,3,12,3,3,19,3,3
n3976,2,6,2,2,17,1,3
n1314,1,2,1,1,28,0,1
n2645,4,16,3,3,15,4,4
n3973,2,3,1,1,13,1,0
n1313,1,2,3,10,7,0,0
n2644,2,8,2,2,18,0,3
n3974,2,5,2,2,12,0,5
g626,4,10,2,14,24,1,5
n1319,1,3,2,3,15,0,2
n3960,3,5,1,1,15,0,4
n3961,3,5,1,1,12,0,4
n2630,3,7,1,1,21,1,2
n1305,1,2,3,6,17,0,0
n2636,3,7,1,1,21,1,2
n3968,2,3,1,1,13,1,0
n1304,1,2,2,3,8,0,0
n2635,2,5,1,2,15,0,2
n3969,3,12,4,8,11,3,3
n1307,1,3,2,3,6,0,2
n2638,2,5,1,2,15,0,2
n3966,3,5,1,1,12,0,4
n1306,1,2,2,5,15,0,0
n2637,2,8,3,7,11,2,1
n3967,2,5,2,2,12,0,5
n1301,1,2,3,6,27,0,0
n2632,2,8,3,7,11,2,1
n3964,3,5,1,1,17,0,4
n1300,1,2,6,30,5,1,0
n2631,3,10,5,20,19,2,4
n3965,3,5,1,1,15,0,4
n1303,1,3,2,3,6,0,2
n2634,3,7,1,1,2,1,1
n3962,2,3,4,4,8,0,2
n1302,1,2,2,5,25,0,0
n2633,2,5,1,2,15,0,2
n3963,3,5,1,1,17,0,4
g617,4,10,3,5,19,1,5
n1309,1,4,6,9,5,0,0
n1308,1,2,2,3,8,0,0
n2639,3,7,1,1,21,1,2
g613,4,10,2,6,21,1,5
g3288,4,8,4,10,14,1,2
n1330,1,2,1,1,17,0,1
n2661,2,6,2,2,6,0,4
n3993,3,5,1,1,15,0,4
g13085,4,8,5,13,4,2,3
n2660,4,10,1,2,11,1,2
n3994,3,5,1,1,12,0,4
n1332,1,2,1,1,12,0,1
n2663,3,9,2,3,19,2,1
n3991,3,5,1,1,17,0,4
n1331,1,2,1,1,17,0,1
n2662,3,7,1,1,7,1,2
n3992,3,5,1,1,17,0,4
n3990,2,3,4,4,8,0,2
n1338,1,2,1,1,37,0,1
n2669,3,9,4,11,5,2,2
n1337,1,2,3,10,7,0,0
n2668,3,6,8,21,3,1,1
n3999,3,5,1,1,12,0,4
n1339,1,2,1,1,37,0,1
n1334,1,2,3,4,10,0,0
n2665,2,5,2,2,6,0,2
n3997,3,5,1,1,17,0,4
n1333,1,2,1,1,20,0,1
n2664,4,10,1,2,11,1,2
n3998,3,5,1,1,15,0,4
n1336,1,3,1,1,9,0,2
n2667,2,2,2,4,22,0,0
n3995,2,3,4,4,8,0,2
n1335,1,3,2,2,51,0,2
n2666,3,7,1,1,7,1,2
n3996,3,5,1,1,17,0,4
g645,4,8,5,8,8,1,3
n2650,4,10,1,2,11,1,2
n3982,2,3,1,1,13,0,1
n3983,2,8,6,10,11,2,2
g13099,4,8,6,14,33,2,3
n1321,1,2,3,10,7,0,0
n2652,3,7,1,1,7,1,2
n3980,2,8,6,11,14,2,2
n1320,1,3,1,1,9,0,2
n2651,2,5,2,2,6,0,2
n3981,2,6,2,2,12,1,3
n1327,1,3,2,2,15,0,2
n2658,3,7,1,1,7,1,2
n1326,1,2,3,4,10,0,0
n2657,2,5,2,2,6,0,2
n1329,1,2,3,10,7,0,0
n3988,3,5,1,1,15,0,4
n1328,1,3,1,1,9,0,2
n2659,2,2,2,3,22,0,0
n3989,3,5,1,1,12,0,4
n1323,1,2,1,1,13,0,1
n2654,3,11,5,13,5,2,5
n3986,2,8,5,9,16,2,2
n1322,1,2,1,1,13,0,1
n2653,2,5,4,4,14,1,1
n3987,3,5,1,1,17,0,4
n1325,1,2,1,1,16,0,1
n2656,4,10,1,2,11,1,2
n3984,2,3,4,4,8,0,2
n1324,1,2,1,1,12,0,1
n2655,2,2,2,3,17,0,0
n3985,3,5,1,1,17,0,4
test_so3,4,8,4,7,11,1,3
g3263,4,10,4,7,9,1,3
test_so4,4,10,2,3,12,1,3
g4593,4,8,5,8,38,1,2
test_so1,4,10,4,5,3,1,3
test_so2,4,10,1,2,33,1,5
test_so7,4,8,5,14,41,1,3
test_so8,4,7,5,9,10,1,3
g661,4,8,6,11,14,1,3
test_so5,4,10,3,3,10,1,4
test_so6,4,10,3,3,17,1,3
n1352,1,2,1,1,28,0,1
n2683,3,7,1,1,7,1,2
n1351,1,5,2,6,6,0,3
n2682,2,6,2,2,6,0,4
n1354,1,2,1,1,12,0,1
n2685,4,10,1,2,11,1,2
n1353,1,2,1,1,28,0,1
n2684,3,9,2,3,29,2,2
n1350,1,2,1,1,18,0,0
n2681,4,10,1,2,11,1,2
n2680,2,2,2,3,32,0,0
n1359,1,3,1,1,9,0,2
n1356,1,2,5,8,8,0,0
n2687,3,7,1,1,7,1,2
n1355,1,2,1,1,31,0,1
n2686,2,5,2,2,6,0,2
n1358,1,3,2,2,16,0,2
n2689,3,9,4,11,5,2,2
n1357,1,2,3,4,8,0,0
n2688,2,2,2,4,32,0,0
test_so9,4,6,3,6,4,2,1
g667,4,8,5,10,14,1,3
g13039,4,8,5,14,2,2,3
g655,4,8,7,8,10,1,4
g650,4,10,6,12,8,1,4
n1341,1,2,1,1,40,0,1
n2672,2,5,2,2,6,0,2
n1340,1,2,1,1,12,0,1
n2671,4,10,1,2,11,1,1
n1343,1,2,1,1,18,0,1
n2674,2,5,4,4,13,1,1
n1342,1,3,4,16,4,0,0
n2673,3,7,1,1,7,1,2
n2670,2,7,2,7,9,1,3
n1349,1,3,2,2,17,0,2
n1348,1,2,3,4,8,0,0
n2679,3,7,1,1,7,1,2
n1345,1,2,1,1,14,0,1
n2676,2,2,2,3,7,0,0
n1344,1,2,1,1,18,0,1
n2675,3,11,5,13,5,2,5
n1347,1,2,4,8,8,0,0
n2678,2,5,2,2,6,0,2
n1346,1,2,1,1,14,0,1
n2677,4,10,1,2,11,1,2
g4572,4,6,4,7,16,2,2
g13049,4,8,5,16,28,2,3
g4571,4,8,3,10,18,2,3
g686,4,10,5,11,12,1,4
g4570,4,8,2,8,17,1,2
g4575,4,7,4,15,13,1,3
g3243,4,10,5,9,10,1,5
g681,4,8,6,10,10,1,3
n1374,1,2,5,8,8,0,0
n1373,1,2,1,1,19,0,1
g4578,4,7,3,8,18,1,3
g3247,4,10,5,14,10,1,4
n1376,1,3,2,2,5,0,2
n1375,1,2,3,4,6,0,0
n1370,1,2,1,1,16,0,1
n1372,1,2,1,1,12,0,1
n1371,1,2,1,1,16,0,1
n1378,1,5,2,6,6,0,3
n1377,1,3,1,1,9,0,2
n1379,1,3,1,2,6,0,2
Tj_TriggerIN2,4,8,1,2,6,2,3
Tj_TriggerIN3,4,10,1,0,10,1,5
Tj_TriggerIN1,4,10,1,2,13,1,3
Tj_TriggerIN6,4,10,1,1,10,1,4
g676,4,6,3,7,16,0,2
g3251,4,10,4,5,10,1,4
Tj_TriggerIN7,4,8,1,1,15,1,3
g4581,4,8,5,12,10,1,2
Tj_TriggerIN4,4,8,1,0,14,1,3
Tj_TriggerIN5,4,10,1,1,14,1,4
g3255,4,10,4,8,10,1,4
g671,4,8,5,9,16,1,2
Tj_TriggerIN8,4,10,1,1,3,1,3
g4584,4,8,6,10,36,1,2
Tj_TriggerIN9,4,10,1,1,14,1,3
n1363,1,2,1,1,12,0,1
n2694,4,12,1,2,11,2,3
n1362,1,2,1,1,6,0,1
n2693,2,7,3,5,13,1,4
n1365,1,2,5,8,8,0,0
n2696,3,9,1,1,6,1,5
n1364,1,2,1,1,9,0,1
n2695,2,3,1,1,9,0,1
n2690,2,7,2,7,19,1,4
n1361,1,2,1,1,6,0,1
n2692,2,3,1,1,5,0,1
n1360,1,5,2,6,6,0,3
n2691,4,12,1,2,11,2,3
n1367,1,3,2,2,13,0,2
n2698,2,8,1,1,13,2,2
n1366,1,2,3,4,10,0,0
n2697,3,11,4,4,5,2,4
n1369,1,5,2,6,6,0,3
n1368,1,3,1,1,9,0,2
n2699,2,8,1,1,8,2,2
g3100,4,8,4,7,14,2,2
g4430,4,8,4,4,10,1,3
g3106,4,10,3,10,12,1,2
n1277,1,4,7,9,5,0,0
g4434,4,6,4,7,15,1,2
g4438,4,6,5,10,9,2,2
n1279,1,2,2,4,9,0,0
n1278,1,3,3,5,4,0,0
g33636,4,12,0,0,2,2,4
g33620,6,15,2,9,11,2,3
g3111,4,8,5,6,32,1,4
g33622,6,15,2,7,11,2,3
g33621,4,12,2,7,9,1,2
g691,4,8,9,16,10,1,3
n2595,2,3,3,6,21,0,0
n2594,2,6,3,5,16,1,3
g3115,4,9,3,10,35,1,2
n2597,2,6,1,2,21,2,3
n2596,2,6,3,5,20,0,3
n2591,2,4,5,10,20,0,1
n2590,2,6,2,3,12,2,1
g3119,4,8,3,11,37,1,2
n2593,2,6,1,2,32,1,1
n2592,3,7,3,7,19,1,2
n2599,2,7,1,2,14,1,1
g19334,4,6,2,13,34,1,2
n2598,2,6,3,5,11,1,2
g34956,3,10,0,0,26,2,2
g33624,6,15,2,9,11,2,3
g33623,4,12,2,7,9,1,2
g33626,6,15,2,9,11,2,3
g33625,4,12,2,7,9,1,2
g33627,4,12,2,6,9,1,2
n1291,1,2,2,2,20,0,1
g34980,2,7,2,4,21,0,2
n1290,1,2,2,2,20,0,1
g4411,4,4,4,9,1,1,1
n1297,1,2,2,4,9,0,1
n1296,1,2,2,3,20,1,1
n1299,1,3,3,7,5,0,1
n1298,1,2,3,7,6,0,1
n1293,1,2,2,2,20,0,1
n1292,1,2,2,2,20,0,1
g4417,4,7,4,15,7,1,2
n1295,1,2,2,3,20,1,1
n1294,1,2,2,2,20,0,1
g33659,3,6,0,0,24,0,0
g34970,4,20,5,12,10,0,7
g34971,4,19,6,18,4,0,7
g5752,4,8,2,5,4,1,2
n1280,1,2,3,4,8,0,1
g34974,4,20,4,11,10,0,7
g34975,4,19,6,13,10,0,7
g34972,2,7,0,0,7,1,1
n1286,1,2,3,3,8,0,1
n1285,1,2,3,3,8,0,1
n1288,1,2,16,16,6,0,1
g4423,4,8,4,12,7,2,3
n1287,1,2,3,3,8,0,1
n1282,1,2,3,3,8,0,1
n1281,1,2,3,3,8,0,1
n1284,1,2,3,3,8,0,1
g4427,4,7,3,7,10,1,1
n1283,1,2,3,3,8,0,1
n1289,1,2,2,2,20,0,1
g19357,4,6,2,15,39,1,2
g34978,4,19,4,16,4,0,7
g34979,4,19,7,19,4,0,7
g34976,4,19,5,18,10,0,7
g34977,4,19,7,19,4,0,7
DFF_829_n1,4,8,1,1,11,1,2
g34923,2,5,0,0,7,1,1
g34921,2,5,0,0,7,1,1
g34927,2,5,0,0,7,1,1
g34925,2,5,0,0,7,1,1
g4401,4,6,4,12,15,1,2
g4405,4,8,3,6,13,2,2
1'b0,0,0,57,126,0,0,0
g34919,2,5,0,0,7,1,1
1'b1,0,0,30,32,0,0,0
g34913,2,5,0,0,7,1,1
g34911,6,17,1,4,29,5,4
g34917,2,5,0,0,7,1,1
g34915,2,5,0,0,7,1,1
g33611,6,15,2,9,11,2,3
g33610,4,8,2,7,13,1,1
g5703,4,10,6,17,12,1,2
DFF_944_n1,4,8,1,1,10,2,3
g33613,6,15,2,9,11,2,3
g33612,4,12,2,7,9,1,2
g33615,5,13,1,5,21,3,3
g33614,4,12,2,7,9,1,2
g33617,4,10,1,2,16,1,4
g33616,4,10,1,3,12,1,4
g33619,4,12,2,6,9,1,2
g33618,6,15,2,9,11,2,3
g33600,3,10,2,11,48,1,3
g33609,6,15,2,8,11,2,3
g33602,6,14,2,11,36,2,4
g33601,5,15,2,11,33,2,4
g33604,4,11,2,3,14,2,2
g33603,4,11,1,4,11,2,2
g33606,4,8,2,6,54,1,2
g33605,5,17,2,4,52,2,5
g33608,5,14,1,7,12,2,4
g33607,5,14,2,6,6,2,3
g18096,1,1,2,3,2,0,0
g18095,1,1,2,2,2,0,0
g18094,1,1,2,2,2,0,0
g18092,1,1,0,0,2,0,0
n6106,1,1,14,20,9,0,0
n6105,1,1,14,16,9,0,0
n6104,1,1,14,17,9,0,0
n6103,1,1,14,15,9,0,0
n6102,1,1,14,21,9,0,0
g18099,1,1,1,2,2,0,0
n6101,1,1,14,23,9,0,0
g18098,1,1,1,2,2,0,0
n6100,1,1,14,24,9,0,0
g18097,1,1,0,0,2,0,0
n6109,1,1,14,17,9,0,0
n6108,1,1,14,24,9,0,0
n6107,1,1,14,23,9,0,0
n6120,1,1,14,16,9,0,0
n6128,1,1,14,18,9,0,0
n6127,1,1,14,22,9,0,0
n6126,1,1,14,20,9,0,0
n6125,1,1,14,24,9,0,0
n6124,1,1,14,24,9,0,0
n6123,1,1,14,20,9,0,0
n6122,1,1,14,21,9,0,0
n6121,1,1,14,20,9,0,0
n6129,1,1,14,21,9,0,0
g9251,4,6,5,11,11,1,1
n6117,1,1,14,14,9,0,0
n6116,1,1,14,14,9,0,0
n6115,1,1,14,16,9,0,0
n6114,1,1,14,16,9,0,0
n6113,1,1,14,15,9,0,0
n6112,1,1,14,15,9,0,0
n6111,1,1,14,14,9,0,0
n6110,1,1,14,17,9,0,0
g21698,1,1,0,0,2,0,0
n6119,1,1,14,17,9,0,0
n6118,1,1,14,15,9,0,0
n6142,1,1,15,30,9,0,0
n6141,1,1,15,30,9,0,0
n6140,1,1,15,26,9,0,0
n6149,1,1,2,3,8,0,0
n6148,1,1,2,5,8,0,0
n6147,1,1,2,2,8,0,0
n6146,1,1,4,8,7,0,0
n6145,1,1,15,56,9,0,0
n6144,1,1,15,46,9,0,0
n6143,1,1,15,29,9,0,0
n6131,1,1,14,27,9,0,0
n6130,1,1,14,24,9,0,0
n6139,1,1,14,14,9,0,0
n6138,1,1,14,15,9,0,0
n6137,1,1,14,17,9,0,0
n6136,1,1,14,17,9,0,0
n6135,1,1,14,27,9,0,0
n6134,1,1,14,27,9,0,0
n6133,1,1,14,26,9,0,0
n6132,1,1,14,23,9,0,0
n6043,1,1,5,6,7,0,0
n6042,1,1,5,5,7,0,0
n6041,1,1,5,5,7,0,0
n6040,1,1,5,5,7,0,0
n6049,1,1,2,10,6,0,1
n6048,1,1,2,7,6,0,1
n6047,1,1,5,10,7,0,0
n6046,1,1,5,7,7,0,0
n6045,1,1,5,5,7,0,0
n6044,1,1,5,5,7,0,0
n6032,1,1,5,17,7,0,0
n6031,1,1,5,17,7,0,0
n6030,1,1,5,17,7,0,0
test_se,0,0,1947,6873,0,0,0
n6039,1,1,5,5,7,0,0
n6038,1,1,5,6,7,0,0
n6037,1,1,5,6,7,0,0
n6036,1,1,5,5,7,0,0
n6035,1,1,5,5,7,0,0
n6034,1,1,5,17,7,0,0
n6033,1,1,5,17,7,0,0
n6065,1,1,10,17,9,0,0
n6064,1,1,10,16,9,0,0
n6063,1,1,10,20,9,0,0
n6062,1,2,2,4,5,1,0
n6061,1,2,2,4,5,1,0
n6060,1,2,2,4,5,1,0
g14451,4,8,6,17,22,2,3
n6069,1,1,10,28,9,0,0
n6068,1,1,10,24,9,0,0
n6067,1,1,10,34,9,0,0
n6066,1,1,10,23,9,0,0
n6054,1,1,2,10,6,0,1
n6053,1,1,2,10,6,0,1
n6052,1,1,2,10,6,0,1
n6051,1,1,2,10,6,0,1
n6050,1,1,2,10,6,0,1
n6059,1,2,2,4,5,1,0
n6058,1,2,2,4,5,1,0
n6057,1,1,2,10,6,0,1
n6056,1,1,2,10,6,0,1
n6055,1,1,2,10,6,0,1
g25114,0,0,0,0,0,0,0
n6087,1,1,14,27,9,0,0
n6086,1,1,14,26,9,0,0
n6085,1,1,14,27,9,0,0
n6084,1,1,14,17,9,0,0
n6083,1,1,10,31,9,0,0
n6082,1,1,11,65,9,0,0
n6081,1,1,11,40,9,0,0
n6080,1,1,10,30,9,0,0
n6089,1,1,14,15,9,0,0
n6088,1,1,14,27,9,0,0
n3814,2,3,4,4,8,0,2
n3815,3,5,1,1,24,0,4
n3812,3,5,1,1,22,0,4
n3813,3,5,1,1,12,0,4
n3810,2,8,5,9,23,2,2
n3811,3,5,1,1,24,0,4
n6090,1,1,14,17,9,0,0
g703,4,9,8,16,12,1,4
n3818,3,5,1,1,12,0,4
n3819,2,3,4,4,8,0,2
n3816,3,5,1,1,24,0,4
n3817,3,5,1,1,22,0,4
n6076,1,1,10,10,9,0,0
n6075,1,1,10,10,9,0,0
n6074,1,1,10,10,9,0,0
n6073,1,1,10,10,9,0,0
n6072,1,1,10,10,9,0,0
n6071,1,1,10,10,9,0,0
n6070,1,1,10,11,9,0,0
n6079,1,1,10,22,9,0,0
n6078,1,1,10,22,9,0,0
n6077,1,1,10,20,9,0,0
n3803,2,3,1,1,23,0,1
n3804,2,8,6,11,21,2,2
n3801,2,3,1,1,25,0,1
n3802,2,8,6,11,23,2,2
n3800,2,6,2,2,24,1,3
n3809,3,5,1,1,24,0,4
n3807,2,8,6,10,11,2,2
n3808,2,3,4,4,8,0,2
n3805,2,6,2,2,12,1,3
n3806,2,3,1,1,13,0,1
n2504,4,4,1,1,6,1,1
n3836,2,8,6,11,7,2,2
n2503,5,10,1,2,17,2,1
n3837,2,3,1,1,7,0,1
n2506,2,6,1,2,39,2,3
n3834,2,6,2,2,8,1,3
n2505,2,5,1,1,11,1,1
n3835,2,3,1,1,9,0,1
n2500,4,5,1,2,6,0,1
n3832,2,3,1,1,13,1,0
n3833,2,7,4,12,6,1,3
n2502,2,5,1,1,15,1,1
n3830,2,3,1,1,13,1,0
n3831,2,5,2,2,12,0,5
g728,4,8,4,10,16,1,3
n2508,2,6,1,2,21,2,3
n2507,2,6,3,6,37,2,3
g723,4,6,4,12,35,0,4
n3838,2,8,6,11,5,2,2
n2509,2,6,3,6,19,2,3
n3839,2,6,2,2,12,1,3
n6098,1,1,14,26,9,0,0
n6097,1,1,14,25,9,0,0
n6096,1,1,14,19,9,0,0
n6095,1,1,14,20,9,0,0
n6094,1,1,14,22,9,0,0
n6093,1,1,14,16,9,0,0
n6092,1,1,14,20,9,0,0
g14421,4,8,6,15,27,2,3
n6091,1,1,14,19,9,0,0
n6099,1,1,14,27,9,0,0
n3825,2,3,1,1,13,1,0
n3826,3,12,4,8,11,3,3
n3823,3,5,1,1,12,0,4
n3824,2,5,2,2,12,0,5
n3821,3,5,1,1,24,0,4
n3822,3,5,1,1,22,0,4
n3820,3,5,1,1,24,0,4
g718,4,8,7,11,12,1,3
n3829,2,5,2,2,12,0,5
n3827,2,5,2,2,12,0,5
n3828,2,3,1,1,13,1,0
g3187,4,10,5,14,5,1,4
n3850,3,5,1,1,8,0,4
n3851,3,5,1,1,6,0,4
n3858,2,5,2,3,12,0,5
n2525,2,5,2,4,5,0,0
n3859,2,3,1,2,13,1,0
n2528,3,11,6,22,13,2,5
n3856,3,5,1,1,6,0,4
n2527,2,6,2,10,7,2,3
n3857,3,5,1,1,12,0,4
g25167,0,0,0,0,0,0,0
n2522,2,2,6,10,10,0,0
n3854,3,5,1,1,8,0,4
n2521,2,2,6,11,10,0,0
n3855,3,5,1,1,8,0,4
n2524,2,1,5,10,1,0,0
n3852,3,5,1,1,12,0,4
n2523,2,2,6,10,10,0,0
n3853,2,3,4,4,8,0,2
n2529,2,1,5,10,1,0,0
g3191,4,10,4,7,5,1,3
g744,4,10,3,7,32,1,4
g732,4,9,2,7,21,1,2
g3199,4,10,5,5,5,1,5
n3840,2,3,1,1,13,0,1
n2515,2,6,2,1,24,0,2
n3847,3,5,1,1,12,0,4
n2514,5,10,1,1,22,2,2
n3848,2,3,4,4,8,0,2
n3845,3,5,1,1,8,0,4
n2516,2,1,7,14,1,0,0
n3846,3,5,1,1,6,0,4
n3843,3,5,1,1,8,0,4
n2510,5,10,1,2,28,2,2
n3844,2,8,5,9,7,2,2
n2513,5,10,1,1,14,2,2
n3841,2,8,6,10,11,2,2
n2512,5,10,1,2,16,2,2
n3842,2,3,4,4,8,0,2
g736,4,8,3,7,27,2,2
n2519,2,1,7,14,1,0,0
n2518,2,2,7,11,10,0,0
n3849,3,5,1,1,8,0,4
g4495,4,7,2,6,19,1,1
g763,4,10,2,6,35,1,5
g4492,4,8,4,9,4,1,2
g3161,4,6,6,30,1,0,1
g3167,4,8,5,17,3,1,3
g4498,4,7,3,11,14,1,1
n2540,2,2,3,4,6,0,0
n3872,2,6,2,2,12,1,3
